tokyo,Yoshinobu K.,461,5,8.5,
tokyo,Chiaki K.,390,6,6,
tokyo,Takeshi S.,350,4,7.5,
tokyo,Akira K.,410,5,8,
tokyo,Nobu H.,1008,10,9,
tokyo,Hiro S.,989,6,8,
tokyo,Yumi F.,850,6,24,
tokyo,Bilal L.,328,5,7.5,
tokyo,Morimasa O.,200-500,4,4,
tokyo,Hiro S.,352,5,6,
tokyo,Gulay G.,850,3,12,
tokyo,Yasuko N.,195,6,5,
tokyo,Hiroshi T.,200,6,4,
tokyo,Eriko N.,289,6,8,
tokyo,Shoji K.,447,10,8,
tokyo,Yoshi K.,219,6,4,
tokyo,Akira K.,461,6,7,
tokyo,Patrick L.,562,3,11,
tokyo,Chiaki K.,312,4,4,
tokyo,Akio T.,1221,5,10,
tokyo,Hiroko S.,289,8,10,
tokyo,Yumi F.,234,7,8,
tokyo,Minami E. N.,298,4,6,
tokyo,Hiroko N.,320,6,5,
tokyo,Kaoru O.,250,7,5,
tokyo,Yumi F.,300,3,4,
tokyo,Eriko S.,266,6,8,
tokyo,Toshi N.,391,6,10,
tokyo,Toshihiko T.,440,6,8,
tokyo,Kaoru O.,414,7,8,
tokyo,Yulia E.,625,10,10,
tokyo,Sachiko M.,1429,5,10,
tokyo,Toshiko A.,1200,4,8,
tokyo,Yumi F.,409-1165,10,9.5,
tokyo,Eelise C.,262,6,5,
tokyo,Eelise C.,312,5,5,
tokyo,Yulia E.,312,4,4,
tokyo,Shoji K.,447-516,5,8,
tokyo,Fulvio D.,148,5,3,
tokyo,Hideaki M.,430,3,6,
tokyo,Toshi N.,469,4,6,
tokyo,Mayumi S.,375,4,8,
tokyo,Bilal L.,531,6,8,
